title;authors;affiliations;publication;year;paper_type;citation;download;keywords_ieee;keywords_controlled;keywords_non_controlled;keywords_author;url;acronym
"Measuring process consistency: implications for reducing software defects";"M.S. Krishnan|M.I. Kellner";"Sch. of Bus., Michigan Univ., Ann Arbor, MI, USA|Sch. of Bus., Michigan Univ., Ann Arbor, MI, USA";"IEEE Transactions on Software Engineering";"1999";"Journals & Magazine";"55";"382";"Software measurement|Coordinate measuring machines|Software engineering|Software maintenance|Costs|Software performance|Software development management|Software quality|Software systems|Scheduling";"software reliability|software process improvement|software metrics";"software vendor|process consistency measurement|software defect reduction|software process consistency|product defects|software validity|software reliability|measurement scale|CMM";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=824401";"TOSE"
"Managing standards compliance";"W. Emmerich|A. Finkelstein|C. Montangero|S. Antonelli|S. Armitage|R. Stevens";"Dept. of Comput. Sci., Univ. Coll. London, UK|Dept. of Comput. Sci., Univ. Coll. London, UK|Dept. of Comput. Sci., Univ. Coll. London, UK|Dept. of Comput. Sci., Univ. Coll. London, UK|Dept. of Comput. Sci., Univ. Coll. London, UK|Dept. of Comput. Sci., Univ. Coll. London, UK";"IEEE Transactions on Software Engineering";"1999";"Journals & Magazine";"32";"196";"Standards development|Software standards|Energy management|Environmental management|Software development management|Engineering management|Computer Society|Software engineering|Systems engineering and theory|Certification";"software development management|software standards";"formal model|standards compliance management|software engineering standards|document types|user requirements|process-oriented documents";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=824413";"TOSE"
"Managing process inconsistency using viewpoints";"I. Sommerville|P. Sawyer|S. Viller";"Dept. of Comput., Lancaster Univ., UK|Dept. of Comput., Lancaster Univ., UK|Dept. of Comput., Lancaster Univ., UK";"IEEE Transactions on Software Engineering";"1999";"Journals & Magazine";"20";"194";"Capability maturity model|Computer Society|Productivity|SPICE|Automation|Software systems|Software development management|Engineering management|Information analysis|Programming";"software process improvement";"safety-critical system development|software process inconsistency management|process viewpoints|software process analysis|software process perceptions|software process improvement|requirements engineering|multi-perspective descriptions|software system specification|focus statement|world view|process information sources|process description|organizational concerns|goals|constraints|software process understanding|case study|industrial processes";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=824395";"TOSE"
"Measuring and evaluating maintenance process using reliability, risk, and test metrics";"N.F. Schneidewind";"Div. of Comput. & Inf. Sci. & Oper., Naval Postgraduate Sch., Monterey, CA, USA";"IEEE Transactions on Software Engineering";"1999";"Journals & Magazine";"31";"365";"Stability criteria|Software maintenance|Shape|Stability analysis|Software measurement|NASA|Space shuttles|Software testing|Risk analysis|Software engineering";"software quality|software maintenance|software metrics|software process improvement|software reliability|stability|program testing|risk management";"NASA Space Shuttle flight software|software maintenance process|software reliability|process stability|risk|software deployment|software test effort efficiency|test metrics|product quality|process capability|process maturity|software engineering|software process improvement|trend metrics|change metrics|shape metrics|software releases|software product measurement|software process measurement";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=824387";"TOSE"
"Conflicts in policy-based distributed systems management";"E.C. Lupu|M. Sloman";"Dept. of Comput., Imperial Coll. of Sci., Technol. & Med., London, UK|Dept. of Comput., Imperial Coll. of Sci., Technol. & Med., London, UK";"IEEE Transactions on Software Engineering";"1999";"Journals & Magazine";"248";"865";"Authorization|Security|Computer Society|Humans|File systems";"bibliographies|distributed processing|authorisation|management of change|systems analysis";"medical environments|policy based distributed systems management|modern distributed systems|changing requirements|automated management agents|management behavior|manager agents|implementable policies|organizational level|implementable action|authorization policies|target objects|security access-control policies|obligation policies|refinement process|high level goals|conflict detection|precedence relationships|conflict analysis tool|role based management framework|software development";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=824414";"TOSE"
"Space efficient execution of deterministic parallel programs";"D.J. Simpson|F.W. Burton";"Simon Fraser Univ., Burnaby, BC, Canada|Simon Fraser Univ., Burnaby, BC, Canada";"IEEE Transactions on Software Engineering";"1999";"Journals & Magazine";"4";"79";"Scheduling algorithm|Optimal scheduling|Processor scheduling|Memory management|Tree graphs|Parallel processing|Electronic switching systems|Computer Society|Parallel programming|Time factors";"computational complexity|parallel programming|directed graphs|processor scheduling|storage allocation|tree searching";"depth-first executions|space efficient execution|deterministic parallel programs|directed acyclic graph|task allocation|heap memory allocation|parallel schedule|space efficiency|depth-first execution|locally depth-first scheduling algorithm|series-parallel structure|worst case memory requirements";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=824415";"TOSE"
"Managing requirements inconsistency with development goal monitors";"W.N. Robinson|S.D. Pawlowski";"Dept. of Comput. Inf. Syst., Georgia State Univ., Atlanta, GA, USA|Dept. of Comput. Inf. Syst., Georgia State Univ., Atlanta, GA, USA";"IEEE Transactions on Software Engineering";"1999";"Journals & Magazine";"31";"339";"Computerized monitoring|Condition monitoring|Power system management|Design engineering|Power engineering and energy|Computer aided software engineering|Software development management|Student members|Chaos|Web sites";"information resources|systems analysis|formal specification|software development management";"DEALSCRIBE|requirements inconsistency management|development goal monitors|software requirements development management|requirement development goals|requirements development enactment|requirements dialog meta-model|dialog goal definition|World Wide Web|multiuser environment";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=824411";"TOSE"
"Identifying modules via concept analysis";"M. Siff|T. Reps";"Dept. of Math., Sarah Lawrence Coll., Bronxville, NY, USA|Dept. of Math., Sarah Lawrence Coll., Bronxville, NY, USA";"IEEE Transactions on Software Engineering";"1999";"Journals & Magazine";"59";"321";"Lattices|Partitioning algorithms|Information analysis|Reverse engineering|Software systems|Computer languages|Software tools|Prototypes|Computer science|Queueing analysis";"pattern matching|subroutines|semantic networks|reverse engineering|software engineering";"design recovery|module identification|concept analysis|legacy code|lattice theory|similarity identification|object attributes|positive information|negative information|algorithmic framework|concept lattice|concept partitions|algorithm correctness|modularization|software migration|software restructuring|reverse engineering";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=824377";"TOSE"
"Structured Analysis for Requirements Definition";"D.T. Ross|K.E. Schoman";"SofTech, Inc.|SofTech, Inc.";"IEEE Transactions on Software Engineering";"1977";"Journals & Magazine";"298";"2444";"Production systems|Failure analysis|Hardware|System analysis and design|Pulp manufacturing|Documentation|Personnel|Assembly systems|Environmental management|Engineering management";"";"requirements definition|Functional specification|requirements analysis|structured analsis";"requirements definition|Functional specification|requirements analysis|structured analsis";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1702398";"TOSE"
"Structured Analysis (SA): A Language for Communicating Ideas";"D.T. Ross";"SofTech, Inc.";"IEEE Transactions on Software Engineering";"1977";"Journals & Magazine";"358";"1743";"Graphics|Natural languages|Communication system control|System analysis and design|Steam engines|Solid modeling|Mathematical model|Data processing|Databases|Software design";"";"top-down|Graphic language|hierarchic|requirements analysis|requirements definition|structured analysis (SA)|structured programming|system analysis|system design";"top-down|Graphic language|hierarchic|requirements analysis|requirements definition|structured analysis (SA)|structured programming|system analysis|system design";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1702399";"TOSE"
"Automated Software Engineering Through Structured Data Management";"C.A. Irvine|J.W. Brackett";"SofTech, Inc.|SofTech, Inc.";"IEEE Transactions on Software Engineering";"1977";"Journals & Magazine";"2";"130";"Software engineering|Engineering management|Programming|Operating systems|Costs|Software development management|Application software|Frequency|Hardware|Software standards";"";"top-down design|Requirements definition|software engineering database|software tools|structured programming";"top-down design|Requirements definition|software engineering database|software tools|structured programming";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1702400";"TOSE"
"PSL/PSA: A Computer-Aided Technique for Structured Documentation and Analysis of Information Processing Systems";"D. Teichroew|E.A. Hershey";"Department of Industrial and Operations Engineering, University of Michigan|Department of Industrial and Operations Engineering, University of Michigan";"IEEE Transactions on Software Engineering";"1977";"Journals & Magazine";"202";"368";"Documentation|Information analysis|Information processing|Information retrieval|Assembly systems|System testing|Proposals|Hardware|Operating systems|Concrete";"";"requirements analysis|Computer-aided documentation|problem statement analysis|PSL/PSA";"requirements analysis|Computer-aided documentation|problem statement analysis|PSL/PSA";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1702401";"TOSE"
"An Extendable Approach to Computer-Aided Software Requirements Engineering";"T.E. Bell|D.C. Bixler|M.E. Dyer";"Management Consulting Department|Management Consulting Department|Management Consulting Department";"IEEE Transactions on Software Engineering";"1977";"Journals & Magazine";"53";"332";"Maintenance engineering|Data processing|System software|Software maintenance|Software tools|Data engineering|Systems engineering and theory|Software packages|Information analysis|Humans";"";"SREP|Automated simulation generation|automated tools|requirements language|REVS|RSL|simulation|software engineering|software requirements|software requirements engineering|SREM";"SREP|Automated simulation generation|automated tools|requirements language|REVS|RSL|simulation|software engineering|software requirements|software requirements engineering|SREM";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1702402";"TOSE"
"A Requirements Engineering Methodology for Real-Time Processing Requirements";"M.W. Alford";"TRW Defense and Space Systms Group";"IEEE Transactions on Software Engineering";"1977";"Journals & Magazine";"133";"667";"Software performance|Real time systems|Weapons|Software development management|Engineering management|Data processing|Hardware|Application software|Missiles|Space technology";"";"Software Requirements Engineering Program (SREP)|Ballistic missile defense|methodology|real-time software|requirements engineering|software engineering|software requirements|Software Requirements Engineering Methodology (SREM)";"Software Requirements Engineering Program (SREP)|Ballistic missile defense|methodology|real-time software|requirements engineering|software engineering|software requirements|Software Requirements Engineering Methodology (SREM)";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1702403";"TOSE"
"The Software Development System";"C.G. Davis|C.R. Vick";"U.S. Army Ballistic Missile Defense Advanced Technology Center|U.S. Army Ballistic Missile Defense Advanced Technology Center";"IEEE Transactions on Software Engineering";"1977";"Journals & Magazine";"54";"193";"Programming|Missiles|Software engineering|Military computing|Sensor arrays|Magnetic resonance imaging|Data processing|Software testing|Space technology|Writing";"";"verification|Requirements|software design|software development|software engineering|specifications|validation";"verification|Requirements|software design|software development|software engineering|specifications|validation";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1702404";"TOSE"
"Multiprocessor Scheduling with the Aid of Network Flow Algorithms";"H.S. Stone";"Department of Electrical and Computer Engineering, University of Massachusetts";"IEEE Transactions on Software Engineering";"1977";"Journals & Magazine";"395";"1173";"Processor scheduling|Scheduling algorithm|Distributed computing|Costs|ARPANET|Computer networks|Load management|Microprocessors|Process design|Fasteners";"";"maximum flows|Computer networks|cutsets|distributed computers|Ford-Fulkerson algorithm|load balancing";"maximum flows|Computer networks|cutsets|distributed computers|Ford-Fulkerson algorithm|load balancing";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1702405";"TOSE"
"Two Methods for the Efficient Analysis of Memory Address Trace Data";"A.J. Smith";"Computer Science Division, Department of Electrical Engineering and Computer Sciences, University of California";"IEEE Transactions on Software Engineering";"1977";"Journals & Magazine";"36";"171";"Algorithm design and analysis|Costs|Computational modeling|Loss measurement|Memory management|Scheduling algorithm|Clocks|Size measurement|Processor scheduling|Computer simulation";"";"trace driven simulation|Data compression|memory management|paging";"trace driven simulation|Data compression|memory management|paging";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1702406";"TOSE"
"Production Systems: A Notation for Defining Syntax and Translation";"H.F. Ledgard";"Department of Computer and Information Science, University of Massachusetts";"IEEE Transactions on Software Engineering";"1977";"Journals & Magazine";"3";"35";"Production systems|Law|Legal factors|Functional programming|Computer languages|Terminology|History|Tellurium|Couplings|Program processors";"";"translation|Compilers|context-sensitive grammars|formal definition|lambda-calculus|language design|PL/I|standards|syntax";"translation|Compilers|context-sensitive grammars|formal definition|lambda-calculus|language design|PL/I|standards|syntax";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1702414";"TOSE"
"Proving the Correctness of Multiprocess Programs";"L. Lamport";"Massachusetts Computer Associates, Inc.";"IEEE Transactions on Software Engineering";"1977";"Journals & Magazine";"262";"718";"Safety|Flowcharts|Error correction|Computer errors|Humans|Mathematics|Testing";"";"synchronization|Assertions|concufrent programming|correctness|multiprocessing";"synchronization|Assertions|concufrent programming|correctness|multiprocessing";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1702415";"TOSE"
"A General, Verifiable Iterative Control Structure";"J.M. Adams";"Department of Computer Science, New Mexico State University";"IEEE Transactions on Software Engineering";"1977";"Journals & Magazine";"0";"34";"Testing|Data structures|Computer science|Open systems|Independent component analysis";"";"verification|Condition declaration|control structures|iteration|structured programming";"verification|Condition declaration|control structures|iteration|structured programming";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1702416";"TOSE"
"An Analysis of Swapping Policies in Virtual Storage Systems";" We-Min Chow|W.W. Chiu";"IBM Thomas J. Watson Research Center|IBM Thomas J. Watson Research Center";"IEEE Transactions on Software Engineering";"1977";"Journals & Magazine";"0";"74";"Operating systems|Resource management|Performance analysis|Algorithm design and analysis|Control systems|Costs|Dispatching|Aggregates|Frequency";"";"working-set storage management|Birth-and-death process|multiprogramming|queuing network models|semi-Markov process|swapping|virtual storage";"working-set storage management|Birth-and-death process|multiprogramming|queuing network models|semi-Markov process|swapping|virtual storage";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1702417";"TOSE"
"Experience with Modular Concurrent Programming";"P.B. Hansen";"Department of Computer Science, University of Southern California";"IEEE Transactions on Software Engineering";"1977";"Journals & Magazine";"10";"37";"Data structures|Operating systems|Computer languages|Computer displays|System testing|Modular construction|Computer science|Program processors|Microcomputers|Concurrent computing";"";"program testing|Access control|classes|compilation checks|Concurrent Pascal|modular concurrent programs|monitors|processes";"program testing|Access control|classes|compilation checks|Concurrent Pascal|modular concurrent programs|monitors|processes";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1702418";"TOSE"
"Interactive Pattern Recognition: A System and Data Structure";"R.F.H. Farag";"Department of Electrical Engineering and Computer Science, University of Connecticut";"IEEE Transactions on Software Engineering";"1977";"Journals & Magazine";"0";"56";"Pattern recognition|Data structures|Interactive systems|Humans|Matrix decomposition|Hardware|Merging|Microcomputers|Man machine systems|Software design";"";"R-matrix|Feature ordering|feature selection|interactive pattern recognition|man-machine interaction";"R-matrix|Feature ordering|feature selection|interactive pattern recognition|man-machine interaction";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1702420";"TOSE"
"ESP<sup>3</sup>: A Language for Pattern Description and a System for Pattern Recognition";"L.G. Shapiro|R.J. Baron";"Department of Computer Science, Kansas State University|Department of Computer Science, Kansas State University";"IEEE Transactions on Software Engineering";"1977";"Journals & Magazine";"1";"112";"Electrostatic precipitators|Pattern recognition|Pattern matching|Computer graphics|Page description languages|Computer languages|Computer science|Tail|System testing|Image processing";"";"such-that-field|Curve pattern|graphics language|line drawing|match set|pattern matching|pattern recognition|picture pattern";"such-that-field|Curve pattern|graphics language|line drawing|match set|pattern matching|pattern recognition|picture pattern";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1702421";"TOSE"
"Information Retrieval Based on Touch-Tone&amp;#174; Encoded Alphanumeric Keys";"S.B. Soffer|R.B. Friedman";"Department of Human Oncology, Biodata Section, University of Wisconsin Clinical Cancer Center|Department of Human Oncology, Biodata Section, University of Wisconsin Clinical Cancer Center";"IEEE Transactions on Software Engineering";"1977";"Journals & Magazine";"0";"76";"Information retrieval|Telephony|Encoding|Costs|Speech synthesis|Computer peripherals|Application software|Protocols|Feedback|Keyboards";"";"voice response systems|Algorithms|dictionaries|encoding|English|information retrieval|interactive systems|Touch-Tone telephones";"voice response systems|Algorithms|dictionaries|encoding|English|information retrieval|interactive systems|Touch-Tone telephones";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1702422";"TOSE"
"Image Access Protocol for Image Processing Software";"R.M. Haralick";"Remote Sensing Laboratory, University of Kansas";"IEEE Transactions on Software Engineering";"1977";"Journals & Magazine";"7";"71";"Access protocols|Image processing|Image segmentation|Data structures|Spatial resolution|Software packages|Communication standards|Laboratories|Image resolution|Electromagnetic launching";"";"software|Digital image processing|image processing";"software|Digital image processing|image processing";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1702423";"TOSE"
"Constructive Methods in Program Verification";"B. Wegbreit";"Xerox Palo Alto Research Center";"IEEE Transactions on Software Engineering";"1977";"Journals & Magazine";"0";"60";"Calculus|Logic programming|Computer languages|Programming profession|Logic design|Specification languages|Writing|Testing";"";"Constructive program verification, first-order logic, instantiations, program verification, programming language design, programming languages, programming methodology, proof justifications, proving programs correct.";"Constructive program verification, first-order logic, instantiations, program verification, programming language design, programming languages, programming methodology, proof justifications, proving programs correct.";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1702428";"TOSE"
"Extending Concurrent Pascal to Allow Dynamic Resource Management";"A. Silberschatz|R.B. Kieburtz|A.J. Bernstein";"Department of Mathematical Sciences, University of Texas|Department of Mathematical Sciences, University of Texas|Department of Mathematical Sciences, University of Texas";"IEEE Transactions on Software Engineering";"1977";"Journals & Magazine";"22";"33";"Resource management|Monitoring|Programming profession|Protection|Dynamic programming|Computer languages|Permission|Parallel programming|Utility programs|Mechanical factors";"";"Access rights, classes, Concurrent Pascal, concurrent processes, dynamic resource management, monitors, parallelism, protection.";"Access rights, classes, Concurrent Pascal, concurrent processes, dynamic resource management, monitors, parallelism, protection.";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1702429";"TOSE"
"Use of Psychological Experimentation as an Aid to Development of a Query Language";"P. Reisner";"IBM Research Laboratory";"IEEE Transactions on Software Engineering";"1977";"Journals & Magazine";"64";"92";"Psychology|Database languages|Programming profession|Writing|Process design|Software testing|Feedback|Educational institutions|Frequency|Human factors";"";"Data-base languages, human factors, psychological testing, software error classification, query complexity, query language development, query language testing.";"Data-base languages, human factors, psychological testing, software error classification, query complexity, query language development, query language testing.";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1702430";"TOSE"
"Management of Software Development";"E.B. Daly";"GTE Automatic Electric Laboratories";"IEEE Transactions on Software Engineering";"1977";"Journals & Magazine";"24";"231";"Software development management|Programming|Software maintenance|Costs|Hardware|Statistics|Software design|Real time systems|Documentation|Standards development";"";"Program methodologies, software design maintenance, software development estimates, software management.";"Program methodologies, software design maintenance, software development estimates, software management.";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1702431";"TOSE"
"Compiler Analysis of the Value Ranges for Variables";"W.H. Harrison";"IBM Thomas J. Watson Research Center";"IEEE Transactions on Software Engineering";"1977";"Journals & Magazine";"40";"371";"Testing|Algorithm design and analysis|Information analysis|Performance analysis|Flow graphs|Optimizing compilers|Tracking loops|Tires|Data flow computing";"";"Constant propagation, optimizing compiler, program analysis, proof of correctness, weak interpretation.";"Constant propagation, optimizing compiler, program analysis, proof of correctness, weak interpretation.";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1702432";"TOSE"
"A Study of the Physical Structure of Algorithms";"S.H. Zweben";"Department of Computer and Information Science, Ohio State University";"IEEE Transactions on Software Engineering";"1977";"Journals & Magazine";"9";"29";"Frequency estimation|Natural languages|Predictive models|Physics|Testing|Computer languages|Equations|Programming profession|Statistical analysis";"";"Algorithm structure, frequency analysis, programming models, programming study, software physics.";"Algorithm structure, frequency analysis, programming models, programming study, software physics.";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1702433";"TOSE"
"Implementing a Pseudorandom Number Generator on a Minicomputer";"W.V. Camp|T.G. Lewis";"Standard Oil (Indiana)|Standard Oil (Indiana)";"IEEE Transactions on Software Engineering";"1977";"Journals & Magazine";"0";"92";"Microcomputers|Random number generation|Shift registers|Polynomials|Ash|Computer aided instruction|Testing|Computer science|Feedback";"";"Feedback shift registers, Kendall's algorithm, minicomputer, multiplicative congruential, pseudorandom number generator, random numbers, simulation, tests of randomness.";"Feedback shift registers, Kendall's algorithm, minicomputer, multiplicative congruential, pseudorandom number generator, random numbers, simulation, tests of randomness.";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1702434";"TOSE"
"Symbolic Testing and the DISSECT Symbolic Evaluation System";"W.E. Howden";"Department of Applied Physics and Information Science, University of California";"IEEE Transactions on Software Engineering";"1977";"Journals & Magazine";"95";"206";"System testing|Programming profession|Software testing|Computer bugs|Data analysis|Error correction|Software reliability|Table lookup|Physics|Information science";"";"test data generation|Automated aids|data flow analysis|program correctness|program specifications|program testing|software errors|software reliability|symbolic evaluation";"test data generation|Automated aids|data flow analysis|program correctness|program specifications|program testing|software errors|software reliability|symbolic evaluation";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1702443";"TOSE"
"Testing Programs with the Aid of a Compiler";"R.G. Hamlet";"Department of Computer Science, University of Maryland";"IEEE Transactions on Software Engineering";"1977";"Journals & Magazine";"98";"328";"Program processors|System testing|Error correction|Software testing|Error correction codes|High level languages|Debugging|Software maintenance|Humans|Computer science";"";"systematic testing|Debugging|error correction|high-level language systems|maintenance of software|semantic error";"systematic testing|Debugging|error correction|high-level language systems|maintenance of software|semantic error";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1702444";"TOSE"
"Selecting Capacities in Computer Communication Systems";"K.M. Chandy|J. Hogarth|C.H. Sauer";"Department of Computer Sciences, University of Texas at Austin|Department of Computer Sciences, University of Texas at Austin|Department of Computer Sciences, University of Texas at Austin";"IEEE Transactions on Software Engineering";"1977";"Journals & Magazine";"7";"37";"Network servers|Bandwidth|Cost function|Computer networks|Constraint optimization|Queueing analysis|Bismuth|Intelligent networks|Switches|Communication switching";"";"systems analysis|Communication networks|computer systems modeling|operations research|queueing networks";"systems analysis|Communication networks|computer systems modeling|operations research|queueing networks";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1702445";"TOSE"
"Program Perspectives: A Relational Representation of Measurement Data";"G.D. Ripley";"Department of Computer Science, University of Arizona";"IEEE Transactions on Software Engineering";"1977";"Journals & Magazine";"4";"32";"Sampling methods|Computer languages|Application software|Programming profession|Software systems|Measurement|High level languages|Organizing|Computer science|Digital arithmetic";"";"relational data|Profile|perspective|program measurement";"relational data|Profile|perspective|program measurement";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1702446";"TOSE"
"Artificial Patterns";"A. Klinger";"Department of Computer Science, University of California";"IEEE Transactions on Software Engineering";"1977";"Journals & Magazine";"0";"36";"Data structures|Software testing|Computer science|System testing|Speech recognition|Computational modeling|Costs|Pattern recognition|Pattern analysis|Management information systems";"";"statistics.|Data base|data structure|heuristic search|image processing|modeling|noise|pattern recognition|simulation|speech recognition";"statistics.|Data base|data structure|heuristic search|image processing|modeling|noise|pattern recognition|simulation|speech recognition";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1702447";"TOSE"
"Context of Problem-Solving Systems";"L.R. Symes|R.R. Oldehoeft";"Department of Computer Science, University of Regina|Department of Computer Science, University of Regina";"IEEE Transactions on Software Engineering";"1977";"Journals & Magazine";"1";"34";"Problem-solving|Libraries|Computer languages|Mathematics|Power supplies|Programming profession|Councils|Computer science|Data structures|Output feedback";"";"operator complexity|Data complexity|language complexity|language level";"operator complexity|Data complexity|language complexity|language level";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1702448";"TOSE"
"Evaluation of the Average Access Time for a Digital Cassette Memory System";"P.D. Cernicica";"Institute of Computer Technique";"IEEE Transactions on Software Engineering";"1977";"Journals & Magazine";"0";"31";"Distributed control|Data structures|Control systems|Operating systems|Magnetic analysis|Search methods|Microcomputers|Software libraries|Keyboards|Time measurement";"";"static searching|Average access time|catenated search|conversational system|digital cassette memory|distributed control function|optimum data structure|searching with decision|searching with location|sequential searching|serial access memory";"static searching|Average access time|catenated search|conversational system|digital cassette memory|distributed control function|optimum data structure|searching with decision|searching with location|sequential searching|serial access memory";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1702449";"TOSE"
"Software Hut: A Computer Program Engineering Project in the Form of a Game";"J.J. Horning|D.B. Wortman";"Department of Computer Science and the Computer Systems Research Group, University of Toronto|Department of Computer Science and the Computer Systems Research Group, University of Toronto";"IEEE Transactions on Software Engineering";"1977";"Journals & Magazine";"13";"135";"Design engineering|Programming profession|Software engineering|Production|Environmental economics|Software design|Software maintenance|Computer science education|Educational programs|Maintenance engineering";"";"software engineering education|Computer program engineering|program design|program maintenance|software engineering";"software engineering education|Computer program engineering|program design|program maintenance|software engineering";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1702450";"TOSE"
"Virtual Machine Communication for the Implementation of Decision Support Systems";"J.J. Donovan|H.D. Jacqby";"Alfred P. Sloan School of Management, Massachusetts Institute of Technology|Alfred P. Sloan School of Management, Massachusetts Institute of Technology";"IEEE Transactions on Software Engineering";"1977";"Journals & Magazine";"1";"52";"Virtual machining|Decision support systems|Software engineering|Analytical models|Data analysis|Application software|Software tools|Management information systems|Inspection|Information systems";"";"virtual machines|Data base systems|information systems|software tools";"virtual machines|Data base systems|information systems|software tools";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1702457";"TOSE"
"A Machine Description Facility for Compiler Testing";"H. Samet";"Department of Computer Science, University of Maryland";"IEEE Transactions on Software Engineering";"1977";"Journals & Magazine";"1";"51";"Program processors|Application software|Computer aided instruction|Computational modeling|High level languages|Wiring|Registers|System testing|Performance evaluation|Contracts";"";"program verification|Compilers|compiler testing|correctness|data types|LISP|machine description languages|program testing";"program verification|Compilers|compiler testing|correctness|data types|LISP|machine description languages|program testing";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1702458";"TOSE"
"Deletions That Preserve Randomness";"D.E. Knuth";"Department of Computer Science, Stanford University";"IEEE Transactions on Software Engineering";"1977";"Journals & Magazine";"2";"70";"Data structures|Binary search trees|US Government|Computer science|Tree data structures|Artificial intelligence";"";"priority queues|Analysis of algorithms|binary search trees|data organization|deletions";"priority queues|Analysis of algorithms|binary search trees|data organization|deletions";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1702459";"TOSE"
"A New Nonlinear Pseudorandom Number Generator";"J. Gait";"Institute of Computer Science and Technology, National Bureau of Standards";"IEEE Transactions on Software Engineering";"1977";"Journals & Magazine";"8";"143";"Cryptography|Computer security|Data security|National security|NIST|Software standards|Software algorithms|Application software|Statistics|Feedback";"";"pseudorandom numbers|Cycle testing|encryption|key generation|nonlinear generator|power spectrum test";"pseudorandom numbers|Cycle testing|encryption|key generation|nonlinear generator|power spectrum test";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1702460";"TOSE"
"The Influence of Structured Programming on PL/I Program Profiles";"J.L. Elshoff";"Computer Science Department, General Motors Research Laboratories";"IEEE Transactions on Software Engineering";"1977";"Journals & Magazine";"4";"35";"Programming profession|Computer languages|Productivity|Guidelines|Frequency|Computer science|Personnel|Displays|Utility programs|Data processing";"";"structured programming|Program analysis|program measurement|programming language usage";"structured programming|Program analysis|program measurement|programming language usage";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1702461";"TOSE"
