title;authors;affiliations;publication;year;paper_type;citation;download;keywords_ieee;keywords_controlled;keywords_non_controlled;keywords_author;url;acronym
"An adaptive object model with dynamic role binding";"T. Tamai|N. Ubayashi|R. Ichiyama";"Tokyo Univ., Japan|Tokyo Univ., Japan|Tokyo Univ., Japan";"Software Engineering, 2005. ICSE 2005. Proceedings. 27th International Conference on";"2005";"Conference Publication";"3";"42";"Object oriented modeling|Object oriented programming|Collaboration|Permission|Runtime environment|Software engineering|Software design|Adaptation model|Humans|Manufacturing";"object-oriented languages|object-oriented programming|software reusability";"independent reuse components|adaptive object model|dynamic role binding|object adaptation|role-based model|Epsilon";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1553559";"ICSE"
"Data structure repair using goal-directed reasoning";"B. Demsky|M. Rinard";"Comput. Sci. & Artificial Intelligence Lab, Massachusetts Inst. of Technol., Cambridge, MA, USA|Comput. Sci. & Artificial Intelligence Lab, Massachusetts Inst. of Technol., Cambridge, MA, USA";"Software Engineering, 2005. ICSE 2005. Proceedings. 27th International Conference on";"2005";"Conference Publication";"10";"45";"Data structures|Concrete|Mechanical factors|Computer science|Artificial intelligence|Computer errors|Software engineering|Software testing|Debugging|Computer languages";"software fault tolerance|data structures|reasoning about programs";"goal-directed reasoning|data structure repair";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1553560";"ICSE"
"Verifying safety policies with size properties and alias controls";" Wei-Ngan Chin| Siau-Cheng Khoo| Shengchao Qin| Corneliu Popeea| Huu Hai Nguyen";"Dept. of Comput. Sci., Singapore Nat. Univ., Singapore|Dept. of Comput. Sci., Singapore Nat. Univ., Singapore|Dept. of Comput. Sci., Singapore Nat. Univ., Singapore|Dept. of Comput. Sci., Singapore Nat. Univ., Singapore|Dept. of Comput. Sci., Singapore Nat. Univ., Singapore";"Software Engineering, 2005. ICSE 2005. Proceedings. 27th International Conference on";"2005";"Conference Publication";"2";"22";"Size control|Computer science|Software safety|Software engineering|Permission|Automatic control|Logic|Reasoning about programs|Data structures|Aggregates";"systems analysis|program verification|type theory|object-oriented programming|security of data";"software verification|safety policies verification|relational size analysis|type checking|object-based imperative language";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1553561";"ICSE"
"Verification and change-impact analysis of access-control policies";"K. Fisler|S. Krishnamurthi|L.A. Meyerovich|M.C. Tschantz";"|||";"Software Engineering, 2005. ICSE 2005. Proceedings. 27th International Conference on";"2005";"Conference Publication";"50";"145";"Testing|Application software|Software engineering|Software maintenance|Control systems|National security|Permission|Programming profession|Access protocols|Operating systems";"protocols|formal verification|authorisation|decision diagrams";"semantic differencing information|access-control policy verification|change-impact analysis|data access|Margrave language|role-based access-control|XACML language|decision diagram";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1553562";"ICSE"
"Explicit assumptions enrich architectural models";"P. Lago|H. van Vliet";"Dept. of Comput. Sci., Vrije Universiteit, Amsterdam, Netherlands|Dept. of Comput. Sci., Vrije Universiteit, Amsterdam, Netherlands";"Software Engineering, 2005. ICSE 2005. Proceedings. 27th International Conference on";"2005";"Conference Publication";"4";"104";"Software architecture|Computer architecture|Software engineering|Documentation|Permission|Computer science|Knowledge management|Connectors|Robustness";"software architecture";"knowledge management|design for change|software engineering|software architecture";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1553563";"ICSE"
"An infrastructure for development of object-oriented, multi-level configuration management services";"T.N. Nguyen|E.V. Munson|J.T. Boyland";"Dept. of Comput. Sci., Wisconsin Univ., Milwaukee, WI, USA|Dept. of Comput. Sci., Wisconsin Univ., Milwaukee, WI, USA|Dept. of Comput. Sci., Wisconsin Univ., Milwaukee, WI, USA";"Software Engineering, 2005. ICSE 2005. Proceedings. 27th International Conference on";"2005";"Conference Publication";"19";"81";"Programming|Object oriented modeling|Computer science|Software development management|Software systems|Engineering management|Environmental management|Software engineering|Software maintenance|Permission";"software reusability|object-oriented programming|software engineering|configuration management|programming environments";"reusable product versioning|object-oriented development|multilevel configuration management services|integrated development environment|software development|Molhado|object-oriented software configuration management|product versioning model|object-oriented system model";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1553564";"ICSE"
"Predictors of customer perceived software quality";"A. Mockus| Ping Zhang|P.L. Li";"Avaya Res., Basking Ridge, NJ, USA|Avaya Res., Basking Ridge, NJ, USA|Avaya Res., Basking Ridge, NJ, USA";"Software Engineering, 2005. ICSE 2005. Proceedings. 27th International Conference on";"2005";"Conference Publication";"9";"163";"Software quality|Software measurement|Hardware|Business|Software maintenance|Investments|Permission|Predictive models|Resource management|Software systems";"software performance evaluation|software quality|project management";"customer support|customer perceived software quality prediction|large telecommunications software system|nonintrusive data gathering|automated project monitoring|project tracking systems";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1553565";"ICSE"
"Automated support for process-aware definition and execution of measurement plans";"L. Lavazza|G. Barresi";"Politecnico di Milano, Italy|Politecnico di Milano, Italy";"Software Engineering, 2005. ICSE 2005. Proceedings. 27th International Conference on";"2005";"Conference Publication";"3";"57";"Software engineering|Software measurement|Software metrics|Particle measurements|Permission|Time measurement|Computer aided software engineering|Engineering management|Software tools|Process control";"software development management|software metrics|computer aided software engineering";"software process modeling|process-aware definition automated support|goal-question-metrics methodology|software process measurement|software metrics";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1553566";"ICSE"
"A quality-driven systematic approach for architecting distributed software applications";"T. Al-Naeem|I. Gorton|M.A. Babar|F. Rabhi|B. Benatallah";"Sch. of Comput. Sci. & Eng., New South Wales Univ., Sydney, NSW, Australia|Sch. of Comput. Sci. & Eng., New South Wales Univ., Sydney, NSW, Australia|Sch. of Comput. Sci. & Eng., New South Wales Univ., Sydney, NSW, Australia|Sch. of Comput. Sci. & Eng., New South Wales Univ., Sydney, NSW, Australia|Sch. of Comput. Sci. & Eng., New South Wales Univ., Sydney, NSW, Australia";"Software Engineering, 2005. ICSE 2005. Proceedings. 27th International Conference on";"2005";"Conference Publication";"12";"149";"Software quality|Application software|Australia|Process design|Software architecture|Software design|Design optimization|Design engineering|Costs|Computer architecture";"software architecture|software quality|distributed processing";"software quality|quality-driven systematic approach|distributed software application architecting|optimization|software architecture design";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1553567";"ICSE"
"Object naming analysis for reverse-engineered sequence diagrams";"A. Rountev|B.H. Connell";"Dept. of Comput. Sci. & Eng., Ohio State Univ., USA|Dept. of Comput. Sci. & Eng., Ohio State Univ., USA";"Software Engineering, 2005. ICSE 2005. Proceedings. 27th International Conference on";"2005";"Conference Publication";"13";"79";"Reverse engineering|Unified modeling language|Software maintenance|Algorithm design and analysis|Computer science|Software testing|Logic programming|Permission|Java|Runtime";"data flow analysis|object-oriented programming|reverse engineering|Unified Modeling Language|program testing|systems analysis";"interprocedural dataflow analysis|object naming analysis|reverse-engineered sequence diagrams|UML sequence diagrams|software understanding|software testing|static analysis";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1553568";"ICSE"
"Binary refactoring: improving code behind the scenes";"E. Tilevich|Y. Smaragdakis";"Coll. of Comput., Georgia Inst. of Technol., Atlanta, GA, USA|Coll. of Comput., Georgia Inst. of Technol., Atlanta, GA, USA";"Software Engineering, 2005. ICSE 2005. Proceedings. 27th International Conference on";"2005";"Conference Publication";"1";"88";"Layout|Software engineering|Application software|Java|Software maintenance|Permission|Optimizing compilers|Educational institutions|Software performance|Reverse engineering";"reverse engineering|software maintenance";"bytecode engineering|binary refactoring|software engineering|BARBER browser|software evolution|software maintenance";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1553569";"ICSE"
"CatchUp! Capturing and replaying refactorings to support API evolution";"J. Henkel|A. Diwan";"Colorado Univ., Boulder, CO, USA|Colorado Univ., Boulder, CO, USA";"Software Engineering, 2005. ICSE 2005. Proceedings. 27th International Conference on";"2005";"Conference Publication";"16";"120";"Costs|Application software|Permission|Software maintenance|Software reusability|Software libraries|Java|Lighting control|Control systems|Software engineering";"computer aided software engineering|application program interfaces|software libraries|programming environments|software maintenance";"integrated development environment|API evolution|software library development|application programming interfaces|API refactoring";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1553570";"ICSE"
"Use of relative code churn measures to predict system defect density";"N. Nagappan|T. Ball";"Dept. of Comput. Sci., North Carolina State Univ., Raleigh, NC, USA|Dept. of Comput. Sci., North Carolina State Univ., Raleigh, NC, USA";"Software Engineering, 2005. ICSE 2005. Proceedings. 27th International Conference on";"2005";"Conference Publication";"102";"951";"Density measurement|Time measurement|Software systems|Software measurement|Software quality|Software engineering|History|Automatic control|Control systems|Computer science";"software metrics|regression analysis|systems analysis";"principal component analysis|relative code churn measures|system defect density prediction|statistical regression|multiple regression";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1553571";"ICSE"
"Main effects screening: a distributed continuous quality assurance process for monitoring performance degradation in evolving software systems";"C. Yilmaz|A.S. Krishna|A. Memont|A. Porter|D.C. Schmidt|A. Gokhale|B. Natarajan";"Dept. of Comput. Sci., Maryland Univ., College Park, MD, USA|Dept. of Comput. Sci., Maryland Univ., College Park, MD, USA|Dept. of Comput. Sci., Maryland Univ., College Park, MD, USA|Dept. of Comput. Sci., Maryland Univ., College Park, MD, USA|Dept. of Comput. Sci., Maryland Univ., College Park, MD, USA|Dept. of Comput. Sci., Maryland Univ., College Park, MD, USA|Dept. of Comput. Sci., Maryland Univ., College Park, MD, USA";"Software Engineering, 2005. ICSE 2005. Proceedings. 27th International Conference on";"2005";"Conference Publication";"10";"87";"Quality assurance|Monitoring|Degradation|Software systems|Performance evaluation|System testing|Software testing|Software performance|Time factors|Extrapolation";"program testing|quality assurance|software quality|software performance evaluation|design of experiments";"design of experiment theory|main effects screening|distributed continuous quality assurance|performance degradation monitoring|evolving software systems|in-house QA|performance-oriented regression testing";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1553572";"ICSE"
"Effort estimation of use cases for incremental large-scale software development";"P. Mohagheghi|B. Anda|R. Conradi";"Dept. of Comput. & Inf. Sci., Norwegian Univ. of Sci. & Technol., Trondheim, Norway|Dept. of Comput. & Inf. Sci., Norwegian Univ. of Sci. & Technol., Trondheim, Norway|Dept. of Comput. & Inf. Sci., Norwegian Univ. of Sci. & Technol., Trondheim, Norway";"Software Engineering, 2005. ICSE 2005. Proceedings. 27th International Conference on";"2005";"Conference Publication";"16";"489";"Computer aided software engineering|Large-scale systems|Programming|Computer industry|Unified modeling language|Information science|Laboratories|Permission|Educational institutions|Software engineering";"project management|software development management|team working";"team factors|effort estimation|incremental large-scale software development|use case points|complexity assessment|nonfunctional requirements";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1553573";"ICSE"
"Automatic discovery of API-level exploits";"V. Ganapathy|S.A. Seshia|S. Jha|T.W. Reps|R.E. Bryant";"Dept. of Comput. Sci., Wisconsin Univ., USA|Dept. of Comput. Sci., Wisconsin Univ., USA|Dept. of Comput. Sci., Wisconsin Univ., USA|Dept. of Comput. Sci., Wisconsin Univ., USA|Dept. of Comput. Sci., Wisconsin Univ., USA";"Software Engineering, 2005. ICSE 2005. Proceedings. 27th International Conference on";"2005";"Conference Publication";"0";"219";"Security|Software tools|Failure analysis|Permission|Computer science|Application software|Cryptography|Software engineering|Software algorithms|Contracts";"object-oriented programming|application program interfaces|program verification|cryptography";"cryptographic-key management|automatic API-level exploit discovery|software analysis|application programming interface|bounded infinite-state model checking";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1553574";"ICSE"
"Sound methods and effective tools for model-based security engineering with UML";"J. Jurjens";"Dept. of Informatics, TU, Munich, Germany";"Software Engineering, 2005. ICSE 2005. Proceedings. 27th International Conference on";"2005";"Conference Publication";"7";"299";"Acoustical engineering|Unified modeling language|Cryptography|Object oriented modeling|Information security|Cryptographic protocols|Software engineering|Computer aided software engineering|Biometrics|Authentication";"safety-critical software|Unified Modeling Language|program verification|theorem proving|cryptography|computer aided software engineering|software tools";"Unified Modeling Language|model-based security engineering|UML model verification|security-critical systems|secure systems development|extensible verification framework|automated theorem prover|cryptography|CASE tools";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1553575";"ICSE"
"Improving software security with a C pointer analysis";"D. Avots|M. Dalton|V.B. Livshits|M.S. Lam";"Dept. of Comput. Sci., Stanford Univ., CA, USA|Dept. of Comput. Sci., Stanford Univ., CA, USA|Dept. of Comput. Sci., Stanford Univ., CA, USA|Dept. of Comput. Sci., Stanford Univ., CA, USA";"Software Engineering, 2005. ICSE 2005. Proceedings. 27th International Conference on";"2005";"Conference Publication";"11";"142";"National security|Algorithm design and analysis|Buffer overflow|Computer languages|Operating systems|Protection|Software debugging|Software safety|Permission|Software tools";"data flow analysis|security of data|C language|type theory|buffer storage|data structures|object-oriented programming";"dynamic analysis|software security|C pointer analysis|context-sensitive inclusion-based field-sensitive points-to analysis|optimistic analysis|C variables type inference|dynamic string-buffer overflow detection|program analysis|type safety|error detection";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1553576";"ICSE"
"Locating causes of program failures";"H. Cleve|A. Zeller";"Saarland Univ., Saarbrucken, Germany|Saarland Univ., Saarbrucken, Germany";"Software Engineering, 2005. ICSE 2005. Proceedings. 27th International Conference on";"2005";"Conference Publication";"91";"242";"Debugging|Automatic testing|Software testing|Permission|Software engineering|Software algorithms|Algorithm design and analysis|Programming profession";"program debugging|program diagnostics";"adaptive testing|program failure location|automated debugging|program analysis";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1553577";"ICSE"
"An empirical study of fault localization for end-user programmers";"J.R. Ruthruff|M. Burnett|G. Rothermel";"Dept. of Comput. Sci. & Eng., Nebraska Univ., Lincoln, NE, USA|Dept. of Comput. Sci. & Eng., Nebraska Univ., Lincoln, NE, USA|Dept. of Comput. Sci. & Eng., Nebraska Univ., Lincoln, NE, USA";"Software Engineering, 2005. ICSE 2005. Proceedings. 27th International Conference on";"2005";"Conference Publication";"5";"118";"Programming profession|Software engineering|Computer science|Software testing|Electronic mail|Filtering|Debugging|Programming environments|Automatic testing|System testing";"program diagnostics|personal computing|software reliability|program debugging|programming environments";"end-user software engineering|software fault localization|end-user programming|software dependability|end-user debugging";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1553578";"ICSE"
"Goal-centric traceability for managing non-functional requirements";"J. Cleland-Huang|R. Settimi|O. BenKhadra|E. Berezhanskaya|S. Christina";"Center for Requirements Eng., DePaul Univ., Chicago, IL, USA|Center for Requirements Eng., DePaul Univ., Chicago, IL, USA|Center for Requirements Eng., DePaul Univ., Chicago, IL, USA|Center for Requirements Eng., DePaul Univ., Chicago, IL, USA|Center for Requirements Eng., DePaul Univ., Chicago, IL, USA";"Software Engineering, 2005. ICSE 2005. Proceedings. 27th International Conference on";"2005";"Conference Publication";"18";"449";"Software systems|Engineering management|Usability|Quality management|Permission|Maintenance engineering|Risk analysis|Roads|Application software|Temperature control";"risk management|systems analysis|software maintenance";"system quality|goal-centric traceability|nonfunctional requirements management|softgoal interdependency graph|probabilistic network model|link retrieval|impact analysis";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1553579";"ICSE"
"Real-time specification patterns";"S. Konrad|B.H.C. Cheng";"Dept. of Comput. Sci. & Eng., Michigan State Univ., USA|Dept. of Comput. Sci. & Eng., Michigan State Univ., USA";"Software Engineering, 2005. ICSE 2005. Proceedings. 27th International Conference on";"2005";"Conference Publication";"19";"272";"Embedded system|Logic|Real time systems|Automotive engineering|Embedded software|Formal specifications|Permission|Software engineering|Laboratories|Computer science";"temporal logic|formal specification|embedded systems";"formal specification|real-time specification patterns|embedded systems|pervasive system|real-time temporal logics|structured English grammar";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1553580";"ICSE"
"Monitoring and control in scenario-based requirements analysis";"E. Letier|J. Kramer|J. Magee|S. Uchitel";"Dept. d'Ingenierie Informatique, Univ. Catholique de Louvain, Louvain-la-Neuve, Belgium|Dept. d'Ingenierie Informatique, Univ. Catholique de Louvain, Louvain-la-Neuve, Belgium|Dept. d'Ingenierie Informatique, Univ. Catholique de Louvain, Louvain-la-Neuve, Belgium|Dept. d'Ingenierie Informatique, Univ. Catholique de Louvain, Louvain-la-Neuve, Belgium";"Software Engineering, 2005. ICSE 2005. Proceedings. 27th International Conference on";"2005";"Conference Publication";"6";"120";"Monitoring|Object oriented modeling|Performance analysis|Permission|Software systems|Software engineering|Documentation|Specification languages|Educational institutions|Pattern analysis";"formal verification|systems analysis";"message sequence charts|scenario-based requirements analysis|system development|input-output implied scenarios";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1553581";"ICSE"
"Model-based testing";"A. Pretschner";"Inf. Security, ETH Zurich, Switzerland";"Software Engineering, 2005. ICSE 2005. Proceedings. 27th International Conference on";"2005";"Conference Publication";"12";"1676";"Automatic testing|Automation|Automotive engineering|Software engineering|Software testing|Automatic control|Permission|Costs|System testing|Information security";"program diagnostics|program testing";"stochastic test selection criteria|model-based testing|quality assurance|complex system|model-centric development|test-centered development methodology|behavior model|model-driven testing|static model|model-based development|inverse concretization|test case generation|functional test selection criteria|structural test selection criteria";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1553582";"ICSE"
"Is mutation an appropriate tool for testing experiments? [software testing]";"J.H. Andrews|L.C. Briand|Y. Labiche";"Dept. of Comput. Sci., Western Ontario Univ., London, Ont., Canada|Dept. of Comput. Sci., Western Ontario Univ., London, Ont., Canada|Dept. of Comput. Sci., Western Ontario Univ., London, Ont., Canada";"Software Engineering, 2005. ICSE 2005. Proceedings. 27th International Conference on";"2005";"Conference Publication";"115";"1288";"Genetic mutations|Fault detection|Software testing|Performance evaluation|Permission|Design engineering|Systems engineering and theory|Computer science|Instruments|Debugging";"program testing";"mutation operators|software testing";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1553583";"ICSE"
"An empirical evaluation of test case filtering techniques based on exercising complex information flows";"D. Leon|W. Masri|A. Podgurski";"Dept. of Electr. Eng. & Comput. Sci., Case Western Reserve Univ., Cleveland, OH, USA|Dept. of Electr. Eng. & Comput. Sci., Case Western Reserve Univ., Cleveland, OH, USA|Dept. of Electr. Eng. & Comput. Sci., Case Western Reserve Univ., Cleveland, OH, USA";"Software Engineering, 2005. ICSE 2005. Proceedings. 27th International Conference on";"2005";"Conference Publication";"6";"46";"Computer aided software engineering|Information filtering|Information filters|Software testing|Automatic testing|Computer science|System testing|Debugging|Software engineering|Operating systems";"data flow analysis|program testing";"observation-based testing|test case filtering|complex information flows|coverage-based filtering|profile-distribution-based filtering|dynamic information flow analysis|dynamic slicing|program dependences|software testing";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1553584";"ICSE"
"Check 'n' crash: combining static checking and testing";"C. Csallner|Y. Smaragdakis";"Coll. of Comput., Georgia Inst. of Technol., Atlanta, GA, USA|Coll. of Comput., Georgia Inst. of Technol., Atlanta, GA, USA";"Software Engineering, 2005. ICSE 2005. Proceedings. 27th International Conference on";"2005";"Conference Publication";"12";"84";"Computer crashes|Vehicle crash testing|Java|Automatic testing|Error correction|Concrete|Software engineering|Software testing|Information analysis|Permission";"software reliability|program testing|theorem proving|software tools|program diagnostics";"static analysis|static checking|automatic error-detection|concrete test-case generation|theorem proving|constraint solver|JCrasher tool|dynamic analysis";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1553585";"ICSE"
"Efficient and precise dynamic impact analysis using execute-after sequences";"T. Apiwattanapong|A. Orso|M.J. Harrold";"Coll. of Comput., Georgia Inst. of Technol., Atlanta, GA, USA|Coll. of Comput., Georgia Inst. of Technol., Atlanta, GA, USA|Coll. of Comput., Georgia Inst. of Technol., Atlanta, GA, USA";"Software Engineering, 2005. ICSE 2005. Proceedings. 27th International Conference on";"2005";"Conference Publication";"8";"84";"Algorithm design and analysis|Risk analysis|Information analysis|Permission|Educational institutions|Software engineering|Software testing|Software algorithms|Software maintenance|Costs";"program diagnostics|systems analysis|software maintenance";"software maintenance|dynamic impact analysis|execute-after sequences";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1553586";"ICSE"
"DynAlloy: upgrading alloy with actions";"M.R. Frias|J.P. Galeotti|C.G.L. Pombo|N.M. Aguirre";"Dept. of Comput. Sci., Univ. de Buenos Aires, Argentina|Dept. of Comput. Sci., Univ. de Buenos Aires, Argentina|Dept. of Comput. Sci., Univ. de Buenos Aires, Argentina|Dept. of Comput. Sci., Univ. de Buenos Aires, Argentina";"Software Engineering, 2005. ICSE 2005. Proceedings. 27th International Conference on";"2005";"Conference Publication";"15";"48";"Computer science|Specification languages|Software engineering|Permission|Performance analysis|Software design|Logic design|Reasoning about programs|Formal specifications|State-space methods";"formal specification|specification languages|program verification";"software validation|DynAlloy|Alloy specification language|partial correctness assertions|Dijkstra weakest liberal precondition|system specification|software specification";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1553587";"ICSE"
"Beyond templates: a study of clones in the STL and some general implications";"H.A. Basit|D.C. Rajapakse|S. Jarzabek";"Dept. of Comput. Sci., Singapore Nat. Univ., Singapore|Dept. of Comput. Sci., Singapore Nat. Univ., Singapore|Dept. of Comput. Sci., Singapore Nat. Univ., Singapore";"Software Engineering, 2005. ICSE 2005. Proceedings. 27th International Conference on";"2005";"Conference Publication";"2";"57";"Cloning|Java|Software maintenance|Computer science|Software engineering|Software libraries|Software design|Permission|Computer languages|Software reusability";"software libraries|software maintenance|software reusability";"meta-programming|STL|software maintenance|program clones";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1553588";"ICSE"
"The value of a usability-supporting architectural pattern in software architecture design: a controlled experiment";"E. Golden|B.E. John|L. Bass";"Human-Comput. Interaction Inst., Carnegie Mellon Univ., Pittsburgh, PA, USA|Human-Comput. Interaction Inst., Carnegie Mellon Univ., Pittsburgh, PA, USA|Human-Comput. Interaction Inst., Carnegie Mellon Univ., Pittsburgh, PA, USA";"Software Engineering, 2005. ICSE 2005. Proceedings. 27th International Conference on";"2005";"Conference Publication";"3";"207";"Software architecture|Software design|Usability|Computer architecture|Software systems|Software engineering|Programming|User interfaces|Permission|System testing";"user interfaces|software architecture|systems analysis";"software development|usability-supporting architectural pattern|software architecture design";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1553589";"ICSE"
"Experimental context classification: incentives and experience of subjects";"M. Host|C. Wohlin|T. Thelin";"Dept. of Commun. Syst., Lund Univ., Sweden|Dept. of Commun. Syst., Lund Univ., Sweden|Dept. of Commun. Syst., Lund Univ., Sweden";"Software Engineering, 2005. ICSE 2005. Proceedings. 27th International Conference on";"2005";"Conference Publication";"11";"123";"Software engineering|Permission|Context|Communication system control|Engineering management|Laboratories";"software metrics";"controlled experiment participant description|experimental context classification|software engineering research";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1553590";"ICSE"
"A cross-program investigation of students' perceptions of agile methods";"G. Melnik|F. Maurer";"Calgary Univ., Alta., Canada|Calgary Univ., Alta., Canada";"Software Engineering, 2005. ICSE 2005. Proceedings. 27th International Conference on";"2005";"Conference Publication";"6";"250";"Software engineering|Computer science|Testing|Programming profession|Permission|Information analysis|Employment|Engineering management|Productivity|Design methodology";"computer science education|software engineering";"extreme programming|student perceptions|agile methods|software engineering education";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1553593";"ICSE"
"Requirements interaction management in an eXtreme Programming environment: a case study";"D.M. Woit";"Ryerson Univ., Toronto, Ont., Canada";"Software Engineering, 2005. ICSE 2005. Proceedings. 27th International Conference on";"2005";"Conference Publication";"2";"155";"Environmental management|Programming environments|Computer aided software engineering|Permission|Graphical user interfaces|Application software|Testing|Collaborative tools|Web services|Streaming media";"software engineering|systems analysis|Internet";"user stories|requirements interaction management|extreme programming environment|Internet software development|requirements engineering|system specification|system analysis|dependency analysis|interaction analysis";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1553594";"ICSE"
"A multiple case study on the impact of pair programming on product quality";"H. Hulkko|P. Abrahamsson";"Elektrobit Ltd., Oulu, Finland|Elektrobit Ltd., Oulu, Finland";"Software Engineering, 2005. ICSE 2005. Proceedings. 27th International Conference on";"2005";"Conference Publication";"11";"553";"Computer aided software engineering|Software quality|Productivity|Programming profession|Scattering|Software engineering|Navigation|Permission|Solids|Anthropometry";"parallel programming|software quality";"software quality|pair programming|agile software development|extreme programming|empirical software engineering";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1553595";"ICSE"
"Re-engineering software architecture of home service robots: a case study";" Moonzoo Kim| Jaejoon Lee| Kyo Chul Kang| Youngjin Hong| Seokwon Bang";"Dept. of Comput. Sci. & Eng., Pohang Univ. of Sci. & Technol., South Korea|Dept. of Comput. Sci. & Eng., Pohang Univ. of Sci. & Technol., South Korea|Dept. of Comput. Sci. & Eng., Pohang Univ. of Sci. & Technol., South Korea|Dept. of Comput. Sci. & Eng., Pohang Univ. of Sci. & Technol., South Korea|Dept. of Comput. Sci. & Eng., Pohang Univ. of Sci. & Technol., South Korea";"Software Engineering, 2005. ICSE 2005. Proceedings. 27th International Conference on";"2005";"Conference Publication";"5";"179";"Software architecture|Service robots|Prototypes|Computer science|Computer industry|Application software|Cleaning|Robot vision systems|Manufacturing processes|Speech recognition";"software reliability|software architecture|systems re-engineering|service robots|home automation|robot programming";"reactive systems|software architecture reengineering|home service robots|feature interaction problem|Samsung Advanced Institute of Technology|Esterel reactive language|robot programming";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1553596";"ICSE"
"Tool support for just-in-time architecture reconstruction and evaluation: an experience report";"I. Gorton| Liming Zhu";"Empirical Software Eng. Group, National ICT Australia, Australia|Empirical Software Eng. Group, National ICT Australia, Australia";"Software Engineering, 2005. ICSE 2005. Proceedings. 27th International Conference on";"2005";"Conference Publication";"4";"169";"Computer architecture|Documentation|Software architecture|Software tools|Software engineering|Application software|Reverse engineering|Software design|Australia|Computer science";"computer aided software engineering|software architecture|reverse engineering|software tools";"CASE tools|tool support|just-in-time architecture reconstruction|just-in-time architecture evaluation|software architecture evaluation|software reverse engineering";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1553597";"ICSE"
"Global software development at Siemens: experience from nine projects";"J.D. Herbsleb|D.J. Paulish|M. Bass";"Sch. of Comput. Sci., Carnegie Mellon Univ., Pittsburgh, PA, USA|Sch. of Comput. Sci., Carnegie Mellon Univ., Pittsburgh, PA, USA|Sch. of Comput. Sci., Carnegie Mellon Univ., Pittsburgh, PA, USA";"Software Engineering, 2005. ICSE 2005. Proceedings. 27th International Conference on";"2005";"Conference Publication";"28";"662";"Programming|Project management|Outsourcing|Collaborative software|Permission|Computer science|Collaborative work|Productivity|Costs|Supply chain management";"software development management|outsourcing|team working|project management";"multisite development|global software development|Siemens Corporation|collaboration models|outsourcing|project management|technical work coordination";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1553598";"ICSE"
